ID,Transect,Flag,Species,Pheno,LeafID,Notes,date,count,ID_Species
1.3,1,3,LEDPAL,4,NA,NA,2022-06-09,4,1.3_LEDPAL
1.3,1,3,LEDPAL,4,NA,NA,2022-06-13,6,1.3_LEDPAL
1.3,1,3,LEDPAL,4,NA,NA,2022-06-18,2,1.3_LEDPAL
1.3,1,3,LEDPAL,4,NA,NA,2022-06-20,8,1.3_LEDPAL
1.3,1,3,LEDPAL,4,NA,NA,2022-06-22,8,1.3_LEDPAL
1.3,1,3,LEDPAL,4,NA,NA,2022-06-24,10,1.3_LEDPAL
1.3,1,3,LEDPAL,4,NA,NA,2022-06-27,10,1.3_LEDPAL
1.3,1,3,LEDPAL,sub_4,NA,NA,2022-06-27,16,1.3_LEDPAL
1.3,1,3,LEDPAL,sub_senescing,NA,NA,2022-06-27,3,1.3_LEDPAL
1.3,1,3,VACVIT,2,NA,NA,2022-06-09,11,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-09,21,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-13,13,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-15,13,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-18,14,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-20,14,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-22,14,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-24,18,1.3_VACVIT
1.3,1,3,VACVIT,3,NA,NA,2022-06-27,18,1.3_VACVIT
1.3,1,3,VACVIT,4,NA,NA,2022-06-13,11,1.3_VACVIT
1.3,1,3,VACVIT,4,NA,NA,2022-06-15,11,1.3_VACVIT
1.3,1,3,CARBIG,mm,O,NA,2022-06-09,38,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-13,34,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-15,40,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-18,34,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-20,38,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-22,33,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-24,40,1.3_CARBIG
1.3,1,3,CARBIG,mm,O,NA,2022-06-27,35,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-09,72,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-13,79,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-15,65,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-18,78,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-20,72,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-22,72,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-24,72,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-27,50,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-09,70,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-13,66,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-15,95,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-18,110,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-20,112,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-22,120,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-24,125,1.3_CARBIG
1.3,1,3,CARBIG,mm,T,NA,2022-06-27,50,1.3_CARBIG
1.3,1,3,CARBIG,mm,NA,NA,2022-06-09,60,1.3_CARBIG
1.3,1,3,CARBIG,mm,NA,NA,2022-06-13,58,1.3_CARBIG
1.3,1,3,CARBIG,mm,NA,NA,2022-06-22,27,1.3_CARBIG
1.3,1,3,CARBIG,mm,NA,NA,2022-06-24,40,1.3_CARBIG
1.3,1,3,CARBIG,mm,NA,NA,2022-06-27,75,1.3_CARBIG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-09,40,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-13,38,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-15,36,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-18,35,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-20,35,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-22,34,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-24,35,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,O,NA,2022-06-27,40,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-09,60,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-13,63,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-15,70,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-18,78,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-20,78,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-22,78,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-24,80,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,T,NA,2022-06-27,82,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,NA,NA,2022-06-22,10,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,NA,NA,2022-06-24,12,1.3_ERIVAG
1.3,1,3,ERIVAG,mm,NA,NA,2022-06-27,15,1.3_ERIVAG
1.4,1,4,BETNAN,BB,NA,NA,2022-06-09,34,1.4_BETNAN
1.4,1,4,BETNAN,BB,NA,NA,2022-06-13,11,1.4_BETNAN
1.4,1,4,BETNAN,LE,NA,NA,2022-06-13,12,1.4_BETNAN
1.4,1,4,BETNAN,LE,NA,NA,2022-06-15,28,1.4_BETNAN
1.4,1,4,BETNAN,LE,NA,NA,2022-06-18,14,1.4_BETNAN
1.4,1,4,BETNAN,LE,NA,NA,2022-06-27,1,1.4_BETNAN
1.4,1,4,BETNAN,LO,NA,NA,2022-06-18,14,1.4_BETNAN
1.4,1,4,BETNAN,LO,NA,NA,2022-06-20,28,1.4_BETNAN
1.4,1,4,BETNAN,LO,NA,NA,2022-06-22,28,1.4_BETNAN
1.4,1,4,BETNAN,LO,NA,NA,2022-06-24,28,1.4_BETNAN
1.4,1,4,BETNAN,LO,NA,NA,2022-06-27,28,1.4_BETNAN
1.4,1,4,BETNAN,new_stem,NA,NA,2022-06-27,15,1.4_BETNAN
1.4,1,4,BETNAN,new_stem,NA,NA,2022-06-27,8,1.4_BETNAN
1.4,1,4,SALPUL,BB,NA,NA,2022-06-09,7,1.4_SALPUL
1.4,1,4,SALPUL,BB,NA,NA,2022-06-13,4,1.4_SALPUL
1.4,1,4,SALPUL,BB,NA,NA,2022-06-15,5,1.4_SALPUL
1.4,1,4,SALPUL,BB,NA,NA,2022-06-24,1,1.4_SALPUL
1.4,1,4,SALPUL,LE,NA,NA,2022-06-18,5,1.4_SALPUL
1.4,1,4,SALPUL,LE,NA,NA,2022-06-20,5,1.4_SALPUL
1.4,1,4,SALPUL,LE,NA,NA,2022-06-22,5,1.4_SALPUL
1.4,1,4,SALPUL,LE,NA,NA,2022-06-24,6,1.4_SALPUL
1.4,1,4,SALPUL,LE,NA,NA,2022-06-27,2,1.4_SALPUL
1.4,1,4,SALPUL,LO,NA,NA,2022-06-27,5,1.4_SALPUL
1.4,1,4,LEDPAL,3,NA,NA,2022-06-09,4,1.4_LEDPAL
1.4,1,4,LEDPAL,3,NA,NA,2022-06-13,5,1.4_LEDPAL
1.4,1,4,LEDPAL,3,NA,NA,2022-06-15,4,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-09,2,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-13,1,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-15,2,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-18,6,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-20,6,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-22,6,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-24,6,1.4_LEDPAL
1.4,1,4,LEDPAL,4,NA,NA,2022-06-27,6,1.4_LEDPAL
1.4,1,4,LEDPAL,sub_4,NA,NA,2022-06-27,12,1.4_LEDPAL
1.4,1,4,LEDPAL,sub_senescing,NA,NA,2022-06-27,1,1.4_LEDPAL
1.4,1,4,VACVIT,2,NA,NA,2022-06-13,11,1.4_VACVIT
1.4,1,4,VACVIT,2,NA,NA,2022-06-15,9,1.4_VACVIT
1.4,1,4,VACVIT,2,NA,NA,2022-06-18,7,1.4_VACVIT
